Date,S&P Composite 1500,S&P GSCI Copper,S&P GSCI Crude Oil,S&P GSCI Gold,S&P GSCI,S&P U.S. Aggregate Bond Index,S&P U.S. TIPS Index (USD),S&P United States REIT (USD),CPI
2012-11,0.005392930671149321,0.030331291132771554,0.03411797843113573,-0.0028003800642311116,0.020405411286788522,0.0014936820946197527,0.004569390727414913,-0.005362535520651246,-0.473808669488196
2012-12,0.009458355418846431,-0.007609995380887913,0.033361602616639674,-0.021204295110224813,-0.004950398307443038,-0.0012324109852162035,-0.0051319126543609705,0.0318022983292825,-0.2693064490207231
2013-01,0.05152026568272561,0.029344104939013183,0.060548832236520744,-0.007568751621108372,0.04384768986723109,-0.005388789692084006,-0.007649265516418757,0.034616452283332655,0.2957304192926058
2013-02,0.011496508400466121,-0.04328522784963662,-0.056413464986049044,-0.05107124132259988,-0.0407092644737026,0.004698739214370473,0.002616068085409484,0.010950843334560423,0.8190029529268728
2013-03,0.03659815965080626,-0.034836193181105646,0.055648673309995345,0.01126700417801707,0.010850989602124161,0.0010377953379707705,0.0030776901435751736,0.024631020512760338,0.26145085843749527
2013-04,0.01701430790608849,-0.06363630134522436,-0.036979483241517896,-0.07366503315551354,-0.04665366002893334,0.008554816333770976,0.0068358844236035,0.0643320028451988,-0.10396394770870732
2013-05,0.021864606519477747,0.039534238812458544,-0.01412778535761039,-0.05355030715455544,-0.01362030275188919,-0.015729543803517987,-0.04017629536281431,-0.062736958199902,0.17804077735872337
2013-06,-0.013936161472730024,-0.07693071683237596,0.05011998624734737,-0.1258234468128948,-0.005989159044355485,-0.014326119707125495,-0.03885747430810238,-0.0210873622760418,0.2399708085599528
2013-07,0.05006789141533485,0.022240884512308656,0.08571527888990416,0.07273042486518888,0.044204485154344164,0.0013454774848289386,0.0042642358745548226,0.009223529777163675,0.03939975332329926
2013-08,-0.03170378695513543,0.03140046982500899,0.02648448990030372,0.06262132645758633,0.029091132436217748,-0.004292175158922329,-0.004196645437563262,-0.07432213171216684,0.12029315570472043
2013-09,0.032401623808765434,0.02923418725059701,-0.04932168043989049,-0.04808056567279273,-0.03759493305348216,0.008689297718757483,0.00978903880342552,0.02725635730833842,0.11630044852635191
2013-10,0.04338920968630111,-0.0049377465127889986,-0.05854248829621611,-0.00013093609741621215,-0.015176707886973229,0.007205023166045987,0.006003727039570306,0.043129472973080785,-0.2575283259804717
2013-11,0.027248439937971658,-0.026445042928789908,-0.03766036375928361,-0.05630984723083954,-0.0034041943837544997,-0.002890957657169846,-0.009337637773334184,-0.05523557523988665,-0.2042424190523473
2013-12,0.023733462644145442,0.043653458126218236,0.06050287336045346,-0.03722238762989194,0.01972108564526598,-0.005452632893656162,-0.014139309639489506,-0.002716058301023505,-0.00858114978825597
2014-01,-0.0345123061321706,-0.03905753083546759,-0.007967100980278752,0.0316061891370778,-0.015440364111581006,0.01454305318454363,0.019855110032752976,0.03956870610923924,0.3720247673236088
2014-02,0.04321850731332144,-0.0060372985729200135,0.051621364692679306,0.06449318139543314,0.043390307497281566,0.004396056303931251,0.0021627208672391207,0.04630586570667394,0.3697908650968751
2014-03,0.006932466439129925,-0.05371651903396413,-0.008634272560958278,-0.02804391968898623,-0.0007129905910578938,-0.0017270290037425529,-0.002646535656335325,0.000971938653306248,0.6440044126228228
2014-04,0.003808226979656548,0.00044945063362133997,-0.017357540402698768,0.009979446059527164,0.006026607431618314,0.00731861359483621,0.013013040704793033,0.03165151597043658,0.3296754453157691
2014-05,0.02005630938108527,0.03249208506871459,0.0299064759446368,-0.038584276490307046,-0.004266318778398004,0.007710005890449456,0.01891752715225703,0.020942198467057027,0.34926098400485106
2014-06,0.02157448738346035,0.023747946437926215,0.025990746737567516,0.05984220687196651,0.013936438460757095,0.0007996876325719882,0.0038943629124402745,0.006531280943540274,0.18621269440941557
2014-07,-0.018513133602790055,0.013310789048963323,-0.06976418097318249,-0.029374090393236796,-0.057263177601261206,-0.0019352600395322606,-2.6048312554149966e-05,-0.0010355422438335093,-0.03901939641608454
2014-08,0.03826213387597288,-0.01804863731549955,-0.02181549610244582,0.003993111106496139,-0.01706751368520676,0.009876492713355556,0.004330611280783381,0.026683722060777293,-0.1670514165792225
2014-09,-0.019177236103521844,-0.042785214712514175,-0.04875680622503753,-0.060303305679689334,-0.060967942445372514,-0.005541101797677195,-0.024008640808219406,-0.06572820695753978,0.07525688243108508
2014-10,0.026799583070327593,0.007279373579366144,-0.12132713186539823,-0.03247401799732896,-0.061301331509764134,0.008254039706234062,0.008004908640210084,0.09402610711821668,-0.251227781255392
2014-11,0.02277083293243576,-0.052770545812141245,-0.1886680226484838,0.00432499630375327,-0.10964987438581109,0.006571783361618455,0.0038134976657152597,0.017425917013567882,-0.5399417941061246
2014-12,-0.001301023882015473,-0.00723666424815772,-0.2076123988958628,0.009348228389211566,-0.13997825027218513,8.440461071035354e-05,-0.01096580389307722,0.014727060136334735,-0.5670100910010967
2015-01,-0.029014843726189454,-0.13224966086941892,-0.08501815838416482,0.07864072901622188,-0.06750336528716572,0.01882075920749926,0.029452462401188706,0.06443609307814291,-0.4705892373473297
2015-02,0.05356963378580504,0.06962335645314954,0.04632123225861784,-0.05238987167150766,0.08194746204945691,-0.007912690179538107,-0.012491063158897697,-0.036711219921176985,0.43430449237722435
2015-03,-0.013303473805186039,0.02685581188553099,-0.03756230406937022,-0.02417374608638201,-0.05804306613504917,0.004334119344435838,-0.00400935080161402,0.014188932402921739,0.595172161109736
2015-04,0.005777447088897381,0.048463280901907435,0.23468500105025014,0.0007393912395794455,0.11896716731871337,-0.0026815037843281875,0.006852074775559713,-0.06090765155642375,0.2032873254587786
2015-05,0.011432550005804898,-0.053697858713879,0.015394309345704849,0.00693128607272786,-0.012954926812474787,-0.002286835001101273,-0.009323625662515878,-0.004072836290615833,0.5097232025494725
2015-06,-0.019192801094141343,-0.04111177608114647,-0.010838924436836095,-0.014664617679591818,0.0050143945962504155,-0.009264245817456884,-0.00855077103679025,-0.05105010892720141,0.3502869998528224
2015-07,0.017677289780118732,-0.09435972325489173,-0.22599210892742427,-0.0669104283234816,-0.15017369276709946,0.006504674854430625,0.004359888056947536,0.05358525495655708,0.0067047159295619
2015-08,-0.06101679094314072,-0.012447342248183002,0.05979166565483496,0.03434725409597095,0.011406915652870109,-0.0024108598677814452,-0.008691047247267769,-0.06434263707247334,-0.14162762828194841
2015-09,-0.02574000868868387,0.009378296866754843,-0.07658218825437135,-0.014429600689444877,-0.05546269379072277,0.006319773750594115,-0.004071376750223177,0.025793157811706102,-0.15567565753034085
2015-10,0.07789528405420199,-0.008324913517853916,0.03952417536031605,0.024098608927021425,0.013257513515839148,0.0005739125427848268,0.0028812409511578263,0.05420739372355521,-0.044968375044651676
2015-11,0.00271319315379559,-0.10705309260278129,-0.10809723519505843,-0.06831979224609797,-0.07688802944803252,-0.0024353739153923915,-0.001238934964436833,-0.007581188062445898,-0.21106803790814643
2015-12,-0.019359495068555277,0.02691397234654147,-0.10989029006600082,-0.003634834179663371,-0.07329811827563548,-0.0031029962034085923,-0.008106919014323144,0.013559806217197656,-0.34170964371187385
2016-01,-0.05080211197806617,-0.02933925577053964,-0.08235910077137953,0.05252011835009329,-0.0322717869358895,0.012235126284719011,0.01439098224437474,-0.0344081469346077,0.16531022090686687
2016-02,-0.0012048459281247537,0.030532916684604672,0.02390598028795754,0.10315737774112554,0.014096626123040523,0.005791172264201894,0.010089675932728137,-0.004217070172710002,0.0823076533454925
2016-03,0.06615554438894922,0.03520756632375999,0.13693348298074182,0.00223495294283782,0.06537754761676196,0.008685189300473906,0.016946484864177602,0.09495769535425802,0.4306000143392774
2016-04,0.0040181491287301085,0.041699981332024794,0.19036721852552974,0.04451031868966504,0.11124860722462881,0.003628269990881061,0.0019356006455119035,-0.026413110643556115,0.4741067979104008
2016-05,0.016167789479931804,-0.07701113417838878,0.07036026853980182,-0.05739018590374123,0.03041170504458679,-0.0001348203224146305,-0.006289191492548918,0.020461206509949537,0.4045790998115084
2016-06,0.0026215354760767973,0.038164472878361,-0.008994559630261745,0.08303306336687588,0.010782500103217352,0.01618210344829074,0.021004804761599605,0.06231189689467054,0.32843661672818936
2016-07,0.036148144350250266,0.016499345346039807,-0.14346266477480918,0.028174612295065127,-0.0950890019819629,0.006114447397915113,0.00696661710440416,0.04259933777829794,-0.1618136404749948
2016-08,-0.0003251974625972931,-0.06439605934814008,0.07852243392493441,-0.03408303837732818,0.027543001447816073,-0.0009497048460951341,-0.0034061518412040748,-0.040464566465266416,0.09184301078843937
2016-09,-0.0006449824606924448,0.05332023751546355,0.08414933532380164,0.004890643636917602,0.04791008073071901,-0.0005449583403867031,0.005410071742390499,-0.02154864098758824,0.2403995864628916
2016-10,-0.02085116576862933,-0.00141594840482262,-0.026134049644427892,-0.033209667791508246,-0.006947415190072026,-0.007175579334946058,-0.0037722662949959407,-0.060426731470810124,0.12467485130143174
2016-11,0.039808453712160574,0.18622810858900074,0.06313461133769671,-0.0797585273408511,0.04521874354395594,-0.02234189239167328,-0.017744779966178292,-0.01698199400472933,-0.15554608673349346
2016-12,0.01891090529969397,-0.04931088846092224,0.0859130923661745,-0.01829216744914064,0.05498013139296365,0.001532630841078908,-0.0005312441634419685,0.04066238677621803,0.03273213923173923
2017-01,0.017052560451038534,0.0823414533984318,-0.014122850611706705,0.05117166423488517,-0.004946030300847282,0.0023385343343338416,0.008115399729507478,-0.004391852836913013,0.5827727890254764
2017-02,0.035043572479478535,-0.0007165513672837687,0.02363224086268556,0.034795260661798944,0.016481200996285805,0.007298897785951053,0.004527983727708795,0.03478086832006999,0.3146117386416458
2017-03,-0.0005218126030033243,-0.02187940717599257,-0.062224565095014395,-0.001640776666406829,-0.03453240310766126,-0.00011558216761775597,-0.0005568875569266218,-0.03297558756470664,0.08127978719472129
2017-04,0.009128795183666716,-0.016766296813954917,-0.023753348564541588,0.01391623702049083,-0.013580256217843645,0.007091050769600593,0.005530043905098259,-0.0011615969226688172,0.2965533365326678
2017-05,0.009425541447686925,-0.008424174226818626,-0.016044472284802103,0.006153996048931187,-0.01156870623334394,0.006935931511306004,5.238328313783569e-06,-0.010724883194374146,0.08547218268963874
2017-06,0.006450121460636615,0.04531484377494255,-0.04478822267691451,-0.025846779571051304,-0.013501175567453227,-0.0004466124415950512,-0.009027461510467516,0.017386330534795547,0.09071110148610728
2017-07,0.018204338488041483,0.07027211604711148,0.08928479230312025,0.02515376897530619,0.04224676979760278,0.004237990342638498,0.004531021256596879,0.010222425236392385,-0.06899226388520363
2017-08,-0.0011334961939081234,0.06456828999891184,-0.057422698853022536,0.0380131837871267,-0.0044004959871221105,0.007986552710213868,0.010066188422723554,-0.005840184045249774,0.29944522971085963
2017-09,0.02214644297344115,-0.04605534885623985,0.09202051845406833,-0.02814588728429246,0.03438561289512343,-0.00493892984788058,-0.005780595680630052,-0.004436231279238534,0.5294905893230117
2017-10,0.021614902789442336,0.05714157912724527,0.05312278275553162,-0.010881244683281555,0.03954418389121295,6.762455771924802e-05,0.0020481793350923816,-0.01339060662452396,-0.06320421037276924
2017-11,0.028525060517957,-0.010875070851970592,0.05584824230482832,0.005443797615163337,0.022428674921849412,-0.0011745195875800807,0.0012199597815105712,0.024474458346939953,0.0024324685907517463
2017-12,0.00876381341706789,0.07098374212676084,0.05284947077464164,0.025520860779883026,0.04276530480689544,0.00426510804090352,0.008443898842042552,-0.007498834734324777,-0.058783227726233456
2018-01,0.05224045028015234,-0.01724843515791774,0.07002609056108311,0.02584494742417942,0.03174477391121444,-0.010312181603100545,-0.007610247760841848,-0.04535269356537963,0.5447745452775266
2018-02,-0.03757778736150941,-0.024866877271568222,-0.04654493746505994,-0.018330438948479855,-0.0282738105108038,-0.007978424351662072,-0.00889249464555697,-0.07786072771287855,0.45346899748657243
2018-03,-0.021909366364883387,-0.030513391671273093,0.05474574302715318,0.007721839793686125,0.02211514936292447,0.005213902644538693,0.008781995186230462,0.03130513717870431,0.2261125904149175
2018-04,0.0036729840793028323,0.014858738728048215,0.056843697755275646,-0.005581380462979291,0.05015298086607589,-0.007173395953324668,-0.0003277980912743672,0.013604674123595784,0.3975091563348965
2018-05,0.024261111608617547,0.008666590003551744,-0.019640457443345416,-0.01064439642080739,0.012675039634320373,0.004089991356993616,0.003110294434696126,0.04019125492661457,0.4158916925434797
2018-06,0.0051570273786426535,-0.03100191109324013,0.10436579356196729,-0.03888457804428336,0.013696410942662496,-8.591237865762658e-05,0.005962357101842786,0.035941494750968195,0.1593875701543901
2018-07,0.03425500649821822,-0.05013861866415703,-0.07210937256119931,-0.01653596950332381,-0.045706125441334566,0.001325566821736679,-0.004348816862044247,0.0054771188749831445,0.006746326228523891
2018-08,0.030574285706521098,-0.04971243770643141,0.01726169110720166,-0.021539969779055146,0.009174973129808861,0.005347816059172339,0.006169499706873638,0.02928054117332579,0.055554232835719475
2018-09,0.002103959901346708,0.049286733623377765,0.04988935870619271,-0.008507748352208466,0.03742215541237015,-0.005108646064585387,-0.008559103540075386,-0.032860907985341026,0.11620251758901468
2018-10,-0.0728013222348256,-0.04144058056291966,-0.11127468080733705,0.016364543063085435,-0.06225474658369645,-0.006383343988120127,-0.013499619245190275,-0.02543763098136842,0.1766763455725906
2018-11,0.019695657253654963,0.03606579065888049,-0.23879873497851878,0.009469085887622075,-0.11267983330265408,0.0035931526986520135,0.003835653650557047,0.0452001167117122,-0.3349348518100981
2018-12,-0.09553009056456341,-0.039283103349151305,-0.10052781148246359,0.04443093293552658,-0.0790476778575443,0.017435185437288503,0.005387558851786101,-0.08878158534997405,-0.31939628151310684
2019-01,0.0793946120555753,0.034708998713005035,0.17436981080534442,0.03397630021155629,0.08735715841040548,0.009290001371910384,0.013811833898249026,0.11061835826898181,0.19065966652469513
2019-02,0.03063907196716953,0.055781886017404414,0.06422482929937268,-0.0065484997822429225,0.045086749506153545,-3.5429178073198564e-05,-0.0011533679817002929,0.00214955908118164,0.4227053140096748
2019-03,0.015170293964934412,-0.003944950787655888,0.0513688186901653,-0.012880777906180918,0.01844637223620471,0.01839220274306541,0.018092490064099853,0.025447523240462178,0.5641358356806014
2019-04,0.03872736980306746,-0.010364630884473924,0.06271446255553192,-0.009621782060980633,0.02853079925123636,0.00012272926228173997,0.0027136274829341334,-0.0036389997651005146,0.5295001612890538
2019-05,-0.068821244541874,-0.09518619871812461,-0.17249600524247088,0.01999282831220983,-0.08877947664864572,0.016725498446848786,0.01554650143267744,-0.0018764986199606426,0.21287585893843275
2019-06,0.0676227620341745,0.0289222205289148,0.09398328041890769,0.07629908893089343,0.04363461400130919,0.01142983677400633,0.00779842374084172,0.006209902270560841,0.019914718148150712
2019-07,0.01312052583909673,-0.01133379873187279,0.005949327916650371,0.017467544825025105,-0.005538664599280985,0.0031448547963741635,0.0032786145968456415,0.012443542490356396,0.16709416224534035
2019-08,-0.018483456616599003,-0.04159290531485049,-0.051841315468043936,0.0627135927502045,-0.0592448567011038,0.02428420920674923,0.021517217604768546,0.029026347569934274,-0.005066823608290694
2019-09,0.018439753426606753,0.00895135941936731,-0.004645337903022351,-0.03658180048048809,0.021014260279444086,-0.005124045413585687,-0.009239024118556483,0.022818856830156165,0.07834485769300237
2019-10,0.020301558420679156,0.012872623024638541,0.004002842133750351,0.028544401282852516,0.010226368855351775,0.002663341795196339,-0.00029164124323644014,0.01315151207577181,0.22861905522297832
2019-11,0.03313680118982176,0.012749672068630868,0.0221605943924843,-0.02770187097031318,0.005292554393318771,-0.00015867096102029077,0.002690426233720178,-0.01718150038210986,-0.053624303466914824
2019-12,0.028287582910926257,0.05213260643316153,0.10295751953405075,0.033926825469034916,0.06446401896131804,-0.0009616251084858529,0.004100527031716261,-0.012444111227749355,-0.09097695250538385
2020-01,-0.0036934489940385618,-0.1025298007203691,-0.16560510343713286,0.04204664345670428,-0.113802308234634,0.019272749854915228,0.02018736509415231,0.010796884185597766,0.3879769937814803
2020-02,-0.08659895927169026,0.013566142003291093,-0.13650446587651444,-0.011601734246415751,-0.07929628923114251,0.015973154100364373,0.009139462736215243,-0.0818383054217976,0.2740618131495287
2020-03,-0.10447835973793751,-0.12280971134208318,-0.650252562929746,0.026281828844777366,-0.3166529124000189,-0.006651371107247117,-0.012022847225203859,-0.1952207554906109,-0.21764510317846542
2020-04,0.1273832404667179,0.048734647606320514,0.40524949534518395,0.06205020317540344,0.023218910736182208,0.016203572079822925,0.02364409012262325,0.09274002125022585,-0.6686941866997254
2020-05,0.04785036445830537,0.0370078827887238,0.5223295205401707,0.03445989350992018,0.18256030389732703,0.005812426648803215,0.005987422697892875,0.005805638223513321,0.0019501616683959
2020-06,0.022061910513045624,0.11553606320682441,0.10207619945988522,0.028558321382797125,0.060819547010660724,0.006987084059990822,0.010292520099924318,0.03201867363141031,0.5472046927775365
2020-07,0.05361065759851591,0.06594303192102657,0.027833705329907366,0.0988012139705855,0.04385106776559122,0.014784583535073947,0.021451484552868938,0.04068531228619454,0.5058243501669724
2020-08,0.0654767262733913,0.041130118126913806,0.058106026237333075,-0.0008833787101100166,0.053380129369531404,-0.008412688789042444,0.009115864682968322,0.006677619202788643,0.31532105240814623
2020-09,-0.03747897746926032,0.002027471270470871,-0.04931110994336774,-0.041871648955592145,-0.02067231793916513,0.0003752591026953134,-0.00283379333923528,-0.03560144050201253,0.13927469432666317
2020-10,-0.02234173447233212,0.008058743364148024,-0.10687099660394306,-0.007479717523767526,-0.025053832469985826,-0.004147454456022603,-0.005944990413362272,-0.02576175551745108,0.04149377593360981
2020-11,0.10667159981057195,0.12244780377718334,0.24478492322057144,-0.0517577408038663,0.12525854995451013,0.010150379041465762,0.010959646654800648,0.10302610423513892,-0.061062721784410634
2020-12,0.03936373940351645,0.02493042409433366,0.069911057329897,0.06302267923061466,0.060797745771129286,0.0015721006876701082,0.010711179233080959,0.028571673970848588,0.09414784670425114
2021-01,-0.006746292336590076,0.014099716477568469,0.07575102098253506,-0.02213894971246666,0.05222929562947409,-0.006086642734707937,0.0038389781832892655,0.0018077072453517307,0.42537834870275404
2021-02,0.030191587799360264,0.14748219454603617,0.16742680735479343,-0.06649393199522924,0.10265940073115098,-0.013756354201607923,-0.015051075100430134,0.03807777395976264,0.5474382793923205
2021-03,0.04275160884464846,-0.03099531661282684,-0.027400686941554175,-0.006735899482864127,-0.017288347529664128,-0.011728462886648527,-0.0012080850989897307,0.03918578520212568,0.7083273133749568
2021-04,0.05030174672202348,0.11364431888924076,0.07625172256326973,0.030402705591297985,0.08006711048239212,0.007433331452922354,0.013182653890475682,0.07659242131361865,0.8218909154060094
2021-05,0.006346767000775189,0.04490392418783484,0.04567550467763426,0.07555739241681358,0.027408849345690323,0.002246832551264011,0.010216261565924034,0.008803455127154303,0.8017105154762838
2021-06,0.019752426999461448,-0.08735850092857056,0.10374869277002718,-0.0711953567089052,0.03264307627386709,0.007999358450115124,0.007544533078933102,0.022655375879353512,0.929066290235725
2021-07,0.020718625271006097,0.03812928036337926,0.012539285078641216,0.025767622044645222,0.01159446498952843,0.010271770214622111,0.024836323328031984,0.04728008919617355,0.4810523526293853
2021-08,0.028054008300605005,-0.018388494593544524,-0.07090927127528412,0.0015053878637422136,-0.023833957327981103,-0.0011329622791729221,-0.001023210826048837,0.017570440556401,0.206591136361145
2021-09,-0.04704405869418793,-0.06028985116889407,0.09336614957806577,-0.03315811008258274,0.057075495454634084,-0.007944370226608766,-0.006077423501766432,-0.06015562786887663,0.2715970859058281
2021-10,0.065972794443935,0.07097478373899413,0.10947381291450331,0.015733742955258978,0.05425054499361137,-0.00041795714716696963,0.010591722125523173,0.07442945714569527,0.8308118552003085
2021-11,-0.009378573820963076,-0.007166144343016101,-0.21852847423538124,-0.0032098808508508325,-0.11435735099685662,0.002841030188024618,0.00902120864558631,-0.007094335465161361,0.4913427504347645
2021-12,0.04426743703256575,0.029098415651302445,0.1326533954090423,0.029448246280383228,0.07308573066525947,-0.0033394415589850235,0.0013001695633759747,0.08092166567060255,0.3072517161483601
2022-01,-0.05433470615423497,-0.018772063350188883,0.1614743112046586,-0.016802216068017573,0.10684334252772953,-0.019228960311109322,-0.017457659773528755,-0.07144509175310387,0.8414573783545265
2022-02,-0.02659728508068271,0.0403465036663484,0.08625178334755268,0.05707932990315068,0.07786073421342599,-0.012000472644956517,0.007482474651740012,-0.031811695161899634,0.9133979256476854
2022-03,0.035418804976997675,0.04878577103523074,0.08185157830053269,0.029710514023787216,0.08940695968064372,-0.025567550429521413,-0.01484125227670785,0.05963841488421728,1.3351379548562692
2022-04,-0.08840743956489472,-0.05876061328630444,0.053058518962241896,-0.021127402027896425,0.04757239475922237,-0.03454837132630528,-0.01953071949875418,-0.04368647956261407,0.5582531025655202
2022-05,0.004705883523257959,-0.031388600620178786,0.09967015429922144,-0.0328154681663384,0.04197797122558988,0.005075704072687426,-0.008003121069419028,-0.06147116600990765,1.1023523999598828
2022-06,-0.08493122925763652,-0.13163607656941134,-0.07511760196318007,-0.021735097626696676,-0.10064674953762864,-0.014097573602709357,-0.028436919555198226,-0.0786723038562136,1.3736075758819855
2022-07,0.08978866367187355,-0.036520807168972214,-0.057746295800133796,-0.013403409255381193,-0.017492183731790845,0.020577119724148996,0.039297058097120585,0.08593546178027212,-0.011811913833770227
2022-08,-0.04116432579922802,-0.009851338123120446,-0.08812147106920054,-0.03113061204100953,-0.036592016660556226,-0.023519168369918964,-0.023921170699594207,-0.0612276575771149,-0.03543992763505033
2022-09,-0.09575437363243655,-0.023771412399620995,-0.11123200077862061,-0.03100117339904307,-0.08811267738371442,-0.03952884085868291,-0.060033450149775014,-0.13323664387451328,0.21507845130008807
2022-10,0.08231451437854842,-0.015549008433673572,0.0912092418964372,-0.017859303918969616,0.04886061700440758,-0.011671184307837201,0.012285049756097566,0.05034758917565263,0.4056494434112379
2022-11,0.03358195630148042,0.12966496714524933,0.02216157625941828,0.08454509170204749,0.016672769478876748,0.015270166820249398,0.005932409237483838,0.041596876410449846,
