Date,S&P Composite 1500,S&P GSCI,S&P GSCI Copper,S&P GSCI Crude Oil,S&P GSCI Gold,S&P U.S. Aggregate Bond Index,S&P U.S. TIPS Index (USD),S&P United States REIT (USD),const,const,const,const,const,const,const,const,InflaBeta,CumSum
2012-10-01,,,,,,,,,,,,,,,,,0.0,0.0
2012-12-01,,,,,,,,,,,,,,,,,0.0,0.0
2013-01-01,,,,,,,,,,,,,,,,,0.0,0.0
2013-02-01,,,,,,,,,,,,,,,,,0.0,0.0
2013-03-01,,,,,,,,,,,,,,,,,0.0,0.0
2013-04-01,,,,,,,,,,,,,,,,,0.0,0.0
2013-05-01,,,,,,,,,,,,,,,,,0.0,0.0
2013-06-01,,,,,,,,,,,,,,,,,0.0,0.0
2013-07-01,,,,,,,,,,,,,,,,,0.0,0.0
2013-08-01,,,,,,,,,,,,,,,,,0.0,0.0
2013-09-01,,,,,,,,,,,,,,,,,0.0,0.0
2013-10-01,,,,,,,,,,,,,,,,,0.0,0.0
2013-11-01,0.3401570532620657,-0.04270711491239541,-0.32936618558189457,-0.4789351566985803,-0.6957465303522608,-0.03633621265844828,-0.11704632344631184,-0.6869958316241164,,,,,,,,,-2.0469763020119416,-2.0469763020119416
2013-12-01,0.2940438403273738,0.24607142603139792,0.5384985676351637,0.7733470959632504,-0.4598004448252947,-0.06850762204074982,-0.17728274353369364,-0.03416261188412596,,,,,,,,,1.1122075076733213,-0.9347687943386203
2014-01-01,-0.4215838733218353,-0.19144934645422512,-0.4774768030526912,-0.10092485222073481,0.3973219736210354,0.18458382708625798,0.2520751417420163,0.5023923512144594,,,,,,,,,0.14493841861428258,-0.7898303757243377
2014-02-01,0.5039592730115071,0.5518177844133181,-0.07263504502692308,0.7053454833565412,0.8513998041355442,0.053722549314698755,0.02637377419470849,0.574630699415352,,,,,,,,,3.194614322814747,2.4047839470904093
2014-03-01,0.08287015084397444,-0.00908887091147481,-0.6448448385215573,-0.11340482262824479,-0.36210172167873184,-0.0214813622237324,-0.032921837007384026,0.012161631179501161,,,,,,,,,-1.0888116709476496,1.3159722761427597
2014-04-01,0.04539764103125561,0.0757602337770894,0.005299350863911424,-0.22405937477132787,0.12721213485044489,0.09154868307238308,0.16341247393485941,0.4085752346126851,,,,,,,,,0.693146377371301,2.0091186535140606
2014-05-01,0.23886703971758771,-0.053291617879632824,0.38544951821484524,0.3859248569578653,-0.4861273556536678,0.09621498530400749,0.23782223829524318,0.2702343844110713,,,,,,,,,1.0750940493673196,3.08421270288138
2014-06-01,0.2557839874746178,0.17308918942334378,0.2816614490002346,0.3320635427066532,0.7578778954186913,0.009925249512132459,0.04880057617546042,0.08391287139148897,,,,,,,,,1.9431147611026227,5.027327463984003
2014-07-01,-0.22185015549515955,-0.7237329275736255,0.15736947237613494,-0.9144328050678151,-0.37720566256283866,-0.023918565769895758,-0.00032495279289573663,-0.013252235643987467,,,,,,,,,-2.1173478325300827,2.90997963145392
2014-08-01,0.45585996274063867,-0.21663877529021375,-0.21641522410215783,-0.2861436585753709,0.05108998215458085,0.1218519484531602,0.05399038682626274,0.33749134744036297,,,,,,,,,0.30108596964726303,3.211065601101183
2014-09-01,-0.22930816531901196,-0.7766221403145993,-0.5152684764753135,-0.6408728733964559,-0.7740299400018991,-0.06845880797704816,-0.3001217349880389,-0.8366478173070822,,,,,,,,,-4.141329955779449,-0.9302643546782661
2014-10-01,0.3216734413201679,-0.7938179115521122,0.08688329475710485,-1.6311688968366458,-0.4212659905657193,0.10157689678586887,0.09963913796342592,1.1668168075556729,,,,,,,,,-1.0696632205722372,-1.9999275752505032
2014-11-01,0.27281158061287714,-1.4648088009781726,-0.6435632406096491,-2.663809221962975,0.05389230047934869,0.08004523565485673,0.04680915797142321,0.20993709921755524,,,,,,,,,-4.108685889614735,-6.108613464865238
2014-12-01,-0.01567364458027498,-1.9020732041961848,-0.08805255584867293,-3.0033362594348416,0.11456236816239969,0.0010248921399089253,-0.13439539647347545,0.17725096450652705,,,,,,,,,-4.850692835724614,-10.959306300589851
2015-01-01,-0.3570358592587311,-0.9151345381307481,-1.6715168696667118,-1.2173126125542937,0.9378372272132888,0.2273999398391825,0.3573121812052454,0.76453127486539,,,,,,,,,-1.873919256487378,-12.83322555707723
2015-02-01,0.6638631379249732,1.1240222468448726,0.8982673465238302,0.6642517576509477,-0.611815076320064,-0.09569777186399375,-0.1515741646542926,-0.4294742764635257,,,,,,,,,2.0618431996427473,-10.771382357434483
2015-03-01,-0.1636606213446858,-0.7836929695280419,0.3562458826794427,-0.5357058585420121,-0.28210541210423096,0.05246217180816097,-0.04857510538507483,0.16636371124753335,,,,,,,,,-1.2386682011689087,-12.010050558603393
2015-04-01,0.07054001409724327,1.6154320831390243,0.6429336761498222,3.423788848859848,0.008520094297097946,-0.03212214613576172,0.0821560663609445,-0.6979568799760082,,,,,,,,,5.11329175679221,-6.896758801811183
2015-05-01,0.14041320307316518,-0.17580762409780545,-0.699318958966599,0.22374266354981262,0.08160004662462758,-0.02757074524684997,-0.11205109565052879,-0.0469787592548167,,,,,,,,,-0.6159712699689945,-7.512730071780178
2015-06-01,-0.2363640232531725,0.0684965121374406,-0.5343633109236008,-0.15767601126347722,-0.17318082341955146,-0.11256096377524684,-0.10358555441909423,-0.5899981603433425,,,,,,,,,-1.839232335260045,-9.351962407040222
2015-07-01,0.21821999670129766,-2.0576284357840287,-1.231717150410941,-3.2984523176140934,-0.7923368505930625,0.07926688236401445,0.05298020259660453,0.6210023613462552,,,,,,,,,-6.408665311393953,-15.760627718434176
2015-08-01,-0.7596696759627091,0.15603866274107456,-0.16242865292471612,0.8683901772108656,0.40566522734497024,-0.029404474445283876,-0.10570415350707374,-0.7509123681084248,,,,,,,,,-0.3780252576512971,-16.138652976085474
2015-09-01,-0.3202568105368802,-0.7570015849521823,0.12168021322415142,-1.1088924250628935,-0.17033944268035014,0.07682434098847973,-0.049412589893283454,0.3003077157749802,,,,,,,,,-1.907090583137978,-18.045743559223453
2015-10-01,0.968406207319456,0.18024922184075612,-0.10828044715977975,0.5673688367925286,0.2820439300783336,0.00696198261370121,0.034899675174035624,0.6350426013993135,,,,,,,,,2.566692008058345,-15.479051551165108
2015-11-01,0.03407701541120105,-1.0429070123251236,-1.4095894869353949,-1.531845737435135,-0.8038870331910191,-0.0295855137455346,-0.015014379242034805,-0.08882467024590122,,,,,,,,,-4.8875768177089425,-20.36662836887405
2015-12-01,-0.24640057579918706,-0.9800219535388626,0.35773890778135803,-1.5202716847851454,-0.042944187239542804,-0.037839022873128694,-0.09825945334769873,0.1588225327553168,,,,,,,,,-2.409175437046891,-22.77580380592094
2016-01-01,-0.6402479322039417,-0.43064184901968466,-0.37558886328714625,-1.1356681207835588,0.6440416822213035,0.1502089240061055,0.176512902237687,-0.41007720940497333,,,,,,,,,-2.021460466234209,-24.79726427215515
2016-02-01,-0.014996211277944031,0.1842174466346446,0.38284117482842694,0.3280668889705427,1.2904996022448543,0.07164883108688304,0.12480389979160178,-0.050848680571528936,,,,,,,,,2.3162329517074802,-22.48103132044767
2016-03-01,0.8248861645696807,0.8813691914138243,0.42464497690829195,1.9797509820399937,0.027494075948271673,0.10379460564193087,0.20428538516326786,1.135443685970372,,,,,,,,,5.581669067655633,-16.899362252792038
2016-04-01,0.04958518104616859,1.5142403369245963,0.5077545825891454,2.7870893413823556,0.5513930085788772,0.043204454027286336,0.023178514920318773,-0.31298417059935846,,,,,,,,,5.16346124886939,-11.735901003922649
2016-05-01,0.19869132225822633,0.4211711638907829,-0.9285803746207082,1.0537807312114265,-0.6917722107602318,-0.0015952407098938893,-0.07495124001006163,0.24295733685088974,,,,,,,,,0.2197014881104299,-11.51619951581222
2016-06-01,0.03191190681841523,0.1473112423202911,0.46321464074967544,-0.13292838615233962,1.012534456711802,0.1897730773592806,0.2483931395968889,0.7527345178341425,,,,,,,,,2.712944595238156,-8.803254920574064
2016-07-01,0.4356800467192031,-1.3011896548834325,0.1972524595137528,-2.1271297975413126,0.33942418514026196,0.07164864330882999,0.08223796423956102,0.5113548420132834,,,,,,,,,-1.7907213114898533,-10.593976232063918
2016-08-01,-0.0038605878159030413,0.38172908971434455,-0.7689736801604861,1.1939341213296517,-0.41299408632945095,-0.011113290945287731,-0.04010738731769668,-0.47638982714957234,,,,,,,,,-0.1377756486744005,-10.731751880738319
2016-09-01,-0.007562007111043156,0.6650043430179552,0.6466844942227569,1.2834932091613878,0.05876502125162708,-0.006376338338443344,0.06355460765734357,-0.25313793273294966,,,,,,,,,2.4504253971286345,-8.281326483609684
2016-10-01,-0.24809052525751782,-0.09709433470106016,-0.017156166051544786,-0.40369766073385566,-0.4000376233929831,-0.08380084963665385,-0.044248215991517945,-0.7166296595839335,,,,,,,,,-2.010755035349067,-10.292081518958751
2016-11-01,0.4753042562101411,0.6185748285115138,2.0338025368974724,0.9458070021491084,-0.9777492430268312,-0.2674963892502532,-0.21313628366341156,-0.2056687638409971,,,,,,,,,2.4094379439867426,-7.8826435749720085
2016-12-01,0.22155476139036248,0.7393280156014198,-0.5352424173357136,1.264497816006565,-0.22812676562710063,0.018482282379081044,-0.006400055977488412,0.5013194080194486,,,,,,,,,1.975413044456574,-5.9072305305154345
2017-01-01,0.2021288107269803,-0.06402176551296898,0.9517816507244515,-0.1934065551949151,0.6527696032945979,0.028340717896665712,0.09849896930029411,-0.053685117592602985,,,,,,,,,1.6224063136425024,-4.2848242168729325
2017-02-01,0.41469370223706337,0.21266076168276596,-0.008255985669900165,0.3217383949560964,0.45421248475927845,0.08856712583799892,0.05501716200403443,0.4254656456584607,,,,,,,,,1.964099291465798,-2.3207249254071343
2017-03-01,-0.006135519914441508,-0.4495728404595275,-0.25463462805393716,-0.8488935073112425,-0.021717600382130636,-0.0014125697372372303,-0.006800765429218968,-0.3979123131708792,,,,,,,,,-1.9870797444586148,-4.3078046698657495
2017-04-01,0.10928285033742516,-0.17209720550377813,-0.19383821723372802,-0.30609902223811897,0.18609929416304716,0.0883138285744285,0.06887140585515909,-0.014462886860073002,,,,,,,,,-0.23392995290563828,-4.541734622771388
2017-05-01,0.11187650275839316,-0.14501291565374771,-0.10092925097242315,-0.2015649597764969,0.08463719107820764,0.08605463880895364,6.528582311740473e-05,-0.13208690545744384,,,,,,,,,-0.2969604133914398,-4.838695036162828
2017-06-01,0.07737543230358003,-0.17061768552570916,0.5406561914039679,-0.5736333688438141,-0.3515460369679521,-0.005558722046895634,-0.11281520853202368,0.21003819398810053,,,,,,,,,-0.3861012042207462,-5.224796240383574
2017-07-01,0.22443947300294198,0.4975042963329626,0.826578957101426,1.0094205121706763,0.3541559983271575,0.053790299932433484,0.057799563398360745,0.1286362622837578,,,,,,,,,3.1523253625497167,-2.072470877833857
2017-08-01,-0.013904044207112,-0.05179772278651292,0.7610606673237079,-0.6427109783193025,0.5369685106842439,0.10154856537946669,0.1286671081096165,-0.07311554423741001,,,,,,,,,0.7467165619466976,-1.3257543158871596
2017-09-01,0.27527019576724343,0.41499723348614065,-0.5244754933772795,1.1002361003546552,-0.38135906156445876,-0.06242195371835624,-0.07328264456360203,-0.05566369893867428,,,,,,,,,0.6933006774456686,-0.632453638441491
2017-10-01,0.2675834416469351,0.47340906641075253,0.6484061053378847,0.6268036948257499,-0.14676392565706378,0.0008544791860349307,0.02593454792728495,-0.1681411614177623,,,,,,,,,1.7280862482598158,1.0956326098183249
2017-11-01,0.3555254160853778,0.27063536896353674,-0.13510443590156662,0.6620890799380726,0.0704764242275106,-0.014621860892828811,0.01526001075513121,0.300887608705459,,,,,,,,,1.5251476118806926,2.6207802216990173
2017-12-01,0.10993782432549895,0.5174578828626097,0.8511543484591984,0.6315530456560466,0.3261687816464651,0.05320285704061623,0.10555007845125798,-0.09383039519227593,,,,,,,,,2.501194423249417,5.121974644948434
2018-01-01,0.6734205833676569,0.3947853520843017,-0.19337948329428842,0.8885602878844354,0.32512391786069117,-0.12789994962048248,-0.09435456280965443,-0.5536561210241224,,,,,,,,,1.3126000244485372,6.434574669396971
2018-02-01,-0.47859692592729564,-0.3519022822455565,-0.28335376674476814,-0.5831713393307785,-0.23078074148807215,-0.10041667128351216,-0.11192313929187922,-0.932656667169162,,,,,,,,,-3.0728015334810244,3.361773135915947
2018-03-01,-0.2781093710439257,0.2732855916669055,-0.3444844318365453,0.677917094762268,0.09717163535599128,0.06566732071509301,0.11063242874997195,0.3742913413762691,,,,,,,,,0.9763716097460279,4.338144745661975
2018-04-01,0.0462672939941616,0.6264513949909971,0.16843646955648192,0.7129118040383716,-0.06952754093652824,-0.08954264089453061,-0.004102483387037007,0.16302495345518392,,,,,,,,,1.5539192508171005,5.8920639964790755
2018-05-01,0.306903709411409,0.15697799609700036,0.09791735697402104,-0.24038530403801367,-0.1321518960705378,0.05120749488208222,0.03895691329840665,0.4879703432452182,,,,,,,,,0.767396613799586,6.6594606102786615
2018-06-01,0.06531496715998876,0.1686116020392595,-0.353856313079247,1.2461508711385771,-0.48255123246651155,-0.001076930038542773,0.07455776674688117,0.4365072984972139,,,,,,,,,1.1536580299976193,7.813118640276281
2018-07-01,0.4269315339502067,-0.5769687928834972,-0.5923272964928276,-0.9096001543462231,-0.20680385343087782,0.016458333695382243,-0.05396983535141622,0.06583161589649117,,,,,,,,,-1.830448448962762,5.982670191313519
2018-08-01,0.3795822512160507,0.11622632121846266,-0.5915921224027542,0.2206019162233265,-0.2693098806510907,0.06620573802993229,0.07636091483238408,0.34987820878731285,,,,,,,,,0.34795334725362426,6.330623538567144
2018-09-01,0.026068667601951673,0.4697483306550559,0.5920375803481367,0.616869217032223,-0.10819328009239515,-0.06350776081067398,-0.1066263458543089,-0.3941021226469289,,,,,,,,,1.0322942862330604,7.3629178248002045
2018-10-01,-0.9086931529771399,-0.794953909520096,-0.512213029487805,-1.4020434962996462,0.20709741266911028,-0.07915372075422529,-0.16795631364207528,-0.3005328553116236,,,,,,,,,-3.958449065323501,3.4044687594767034
2018-11-01,0.24006168860770705,-1.5324896970799602,0.4245337037096705,-3.539453061295283,0.11618314742586464,0.043666834012611046,0.046750890472207325,0.52020389884195,,,,,,,,,-3.6805425953052335,-0.2760738358285302
2018-12-01,-1.2147217498744973,-1.0892608694625154,-0.47739802057637404,-1.4961652616707821,0.527819517233687,0.20761925373710902,0.06479904101361172,-1.0690554825648793,,,,,,,,,-4.5463635721646405,-4.822437407993171
2019-01-01,0.9850468994044197,1.2055821980497088,0.4202222253251516,2.6010357777624566,0.39288601265144596,0.10981314723159655,0.16501406085749484,1.3606714599890894,,,,,,,,,7.240271781271364,2.4178343732781933
2019-02-01,0.3816876519854262,0.625386591288425,0.6810319804072422,0.9751555218517279,-0.07410865940693788,-0.0004093465268223028,-0.013472240478636918,0.026732051459537155,,,,,,,,,2.602003550579961,5.019837923858154
2019-03-01,0.18968741136304734,0.2516834599635801,-0.048271013417625935,0.7631290711280803,-0.14701048418416474,0.21644681210787278,0.21476660031662334,0.31664239065254374,,,,,,,,,1.7570742479299568,6.776912171788111
2019-04-01,0.49014159794660034,0.38620854758943013,-0.1260966072630551,0.9273603117616248,-0.11039107380242524,0.0014531349829812925,0.032367343733150894,-0.04500033857015211,,,,,,,,,1.556042916378155,8.332955088166266
2019-05-01,-0.8701236058434805,-1.205575380600982,-1.153066164893922,-2.583394023565589,0.23071671317902473,0.19898836374166162,0.18640821644812472,-0.02315399844484668,,,,,,,,,-5.219199879980009,3.113755208186257
2019-06-01,0.8494855286201517,0.5888185095125106,0.3495459919597344,1.3874801399716,0.8758790687726935,0.13626640225018072,0.09369792899628482,0.07676120972587058,,,,,,,,,4.357934779809026,7.471689987995283
2019-07-01,0.16575477577449457,-0.0745561102341199,-0.1360845456882559,0.08756722165450975,0.19959592089855666,0.03747069314155912,0.039355036000609925,0.15396953517320652,,,,,,,,,0.47307252672056077,7.944762514715844
2019-08-01,-0.2347233590233585,-0.8033583994144883,-0.5002122121574644,-0.7667334966858278,0.7091009017623743,0.28844796887155044,0.25756050141656595,0.35841741593151777,,,,,,,,,-0.6915006792991307,7.253261835416714
2019-09-01,0.2339769318361893,0.28474256070221654,0.10777761791241956,-0.06875477360856203,-0.4152012350363139,-0.06093119978262535,-0.1107228310411544,0.2812645650704637,,,,,,,,,0.25215163605263347,7.505413471469347
2019-10-01,0.25711029751834263,0.1381690113579905,0.15459326675172105,0.059094945372712475,0.3226400939729424,0.03149991121248043,-0.003476414980194759,0.16141314520491054,,,,,,,,,1.1210442564109053,8.626457727880252
2019-11-01,0.42910706643648155,0.0693146748405127,0.15784667242968933,0.300826056369994,-0.31290555053934543,-0.0018829000361048067,0.032246561148086536,-0.22049926548144347,,,,,,,,,0.4540533151678704,9.080511043048123
2019-12-01,0.3487314073823678,0.8081791961468686,0.6329185759896394,1.300816994366769,0.3948891703542637,-0.01190787418977498,0.05076425888231617,-0.1558544570596686,,,,,,,,,3.368537271872781,12.449048314920905
2020-01-01,-0.04615495990425811,-1.3985300672155507,-1.230795125477065,-2.010802506022381,0.5055936807804362,0.24445705931379805,0.2561088298097265,0.13796196673975014,,,,,,,,,-3.5421611219755444,8.90688719294536
2020-02-01,-1.0773815992614215,-0.9599555691305531,0.1614700849086233,-1.6073501718931866,-0.1423337184980097,0.20749034458749835,0.11866676651341923,-1.0544726974716379,,,,,,,,,-4.353866560245268,4.553020632700092
2020-03-01,-1.2933958465352522,-4.246149872339524,-1.4552045660403534,-10.01117349747534,0.3053606643822154,-0.08087848429580542,-0.1465033553095339,-2.611978891249128,,,,,,,,,-19.539923848862724,-14.98690321616263
2020-04-01,1.5328415278221559,0.3043591514908564,0.6108053569079128,4.1674528104682755,0.8021541993449289,0.2183542413271596,0.3160501830292025,1.2069203596074936,,,,,,,,,9.158937829997985,-5.827965386164646
2020-05-01,0.5726837557266468,2.3742983868863865,0.46324216670696233,5.333851990660802,0.4380297558445467,0.07692243768949783,0.07857534738701419,0.07408262769129995,,,,,,,,,9.411686468593157,3.583721082428511
2020-06-01,0.26272517276154456,0.7967888544661821,1.4960529374248512,1.106044405051953,0.3550687968885734,0.0893175613222707,0.13096905536469933,0.40580812553411966,,,,,,,,,4.642774908814194,8.226495991242704
2020-07-01,0.6409851596916565,0.571911684305734,0.8538044890334774,0.30367272348706686,1.240466958060125,0.18578118671222513,0.26911085211300906,0.5135249669617328,,,,,,,,,4.579258020365026,12.80575401160773
2020-08-01,0.7843918375997407,0.6961834612484116,0.5297530113953658,0.6337033636926429,-0.011016016992988781,-0.1050516571767425,0.11392680065584117,0.08423997180547417,,,,,,,,,2.7261307722277452,15.531884783835476
2020-09-01,-0.44974681838822134,-0.27044305306004446,0.02617476807667426,-0.5382063833904078,-0.5220731857599563,0.004697114906991627,-0.03549040194657244,-0.45047176385635074,,,,,,,,,-2.235559723417887,13.29632506041759
2020-10-01,-0.2688908818904365,-0.328359044704504,0.10436133102322934,-1.1754269538298188,-0.09354937076778831,-0.05207428436338546,-0.07473671944112188,-0.32616783186408305,,,,,,,,,-2.2148437558379084,11.081481304579683
2020-11-01,1.2742974434133774,1.6203358745359204,1.5669614977767237,2.632740752118684,-0.6502523422517887,0.12744879938053705,0.13781542659022628,1.2869940243668572,,,,,,,,,7.996341475930537,19.077822780510218
2020-12-01,0.46901910163422844,0.7924096724621935,0.319832148319302,0.7539660182005447,0.7912583253645142,0.019667567617262332,0.13425818644910736,0.3553119806051794,,,,,,,,,3.635723000652332,22.71354578116255
2021-01-01,-0.07934011939093043,0.6955127041961728,0.18282791955653582,0.8473749157626844,-0.2704269550145155,-0.07476459952786906,0.04734567044189064,0.022161688003898068,,,,,,,,,1.3706912240278668,24.084237005190417
2021-02-01,0.3544814393715022,1.3721168958846155,1.927327367887825,1.9471273581807795,-0.781148188784302,-0.16473318924019464,-0.18082256928431276,0.46673035155343756,,,,,,,,,4.9410794655693495,29.025316470759766
2021-03-01,0.5023412166198014,-0.2121934884596147,-0.3877091635908139,-0.26857073663588343,-0.08155334345958096,-0.14374109330473886,-0.01484522658051634,0.471557418629458,,,,,,,,,-0.1347144167818889,28.890602053977876
2021-04-01,0.6126669569509926,0.933978043257004,1.435087045553519,0.793970056581826,0.37811013137650823,0.08977262378298916,0.1603933558319828,0.9661353911864233,,,,,,,,,5.370113604521245,34.26071565849912
2021-05-01,0.07645960132942521,0.330343284192167,0.5561711542935623,0.5475525865027933,0.9689232656631902,0.027044539207948574,0.12376930059464143,0.10854481083656577,,,,,,,,,2.7388085426202937,36.999524201119414
2021-06-01,0.2399354968172744,0.3953844112917929,-1.024374166280903,1.2775275158692747,-0.883749060923966,0.09765416379774099,0.09238544708284958,0.2807477338860034,,,,,,,,,0.47551154154006703,37.47503574265948
2021-07-01,0.25186552745512564,0.1406133312702382,0.44749926199224704,0.1547907265644898,0.3192020582034884,0.12564372280544067,0.30481081709640884,0.5873067252659034,,,,,,,,,2.331732170653342,39.80676791331282
2021-08-01,0.34208792633650753,-0.2926137394183055,-0.2181021975212005,-0.8941541528473389,0.01862092346009308,-0.013846919248953283,-0.012571427632083467,0.2180524570273813,,,,,,,,,-0.8525271298438998,38.95424078346892
2021-09-01,-0.5719527493220029,0.6910221067371921,-0.7195048228747162,1.1476830234352864,-0.40930411879850337,-0.09744226417366836,-0.07484141975451786,-0.7463858197020894,,,,,,,,,-0.7807260644530194,38.1735147190159
2021-10-01,0.7959673037837615,0.6412180517760142,0.848781318283125,1.2783651081011607,0.19491040623776223,-0.005110172614515489,0.12993257618632334,0.9167342261274743,,,,,,,,,4.800798817881106,42.97431353689701
2021-11-01,-0.11843371381887334,-1.4163181683774686,-0.09028434672682334,-2.867092630812618,-0.03823101692933259,0.03469592150191264,0.11027500362926362,-0.09168259646650588,,,,,,,,,-4.4770715480004455,38.49724198889656
2021-12-01,0.5640463144530774,0.9110041582985101,0.3680867483073702,1.7408707666864187,0.3595104079276852,-0.04078190502383835,0.015938892466672207,1.0373465120870666,,,,,,,,,4.956021895202962,43.45326388409953
2022-01-01,-0.6717753416405056,1.3778488769260728,-0.2343237100142935,2.2153387363182873,-0.20378363582166362,-0.2339226174013869,-0.2130689950182389,-0.8813045969112568,,,,,,,,,1.155008716437015,44.608272600536544
2022-02-01,-0.32433593195713384,1.022515222444763,0.513971123967004,1.1990496945165727,0.7032680554566231,-0.14553504030197853,0.09140918646060238,-0.38568746084257083,,,,,,,,,2.674654849743882,47.282927450280425
2022-03-01,0.4360234929625,1.1753293085381653,0.6229863387619766,1.106149218123635,0.36792341156042424,-0.3062514638720801,-0.1789276184699089,0.7390820009132281,,,,,,,,,3.96231468851794,51.24524213879837
2022-04-01,-1.098665689465178,0.6259145206489674,-0.7506499740692759,0.7195357855377107,-0.26331873295310715,-0.4167708759115661,-0.2370258863162369,-0.5434794091741207,,,,,,,,,-1.9644602617028069,49.28078187709556
2022-05-01,0.05873492185770423,0.5517691058787326,-0.39590560858577434,1.3615921578358783,-0.4031906907421969,0.061822822024612235,-0.09739586175152835,-0.751587300461438,,,,,,,,,0.3858395460559898,49.666621423151554
2022-06-01,-1.0383320203821342,-1.261791866621872,-1.6166204235687653,-0.9698501142090085,-0.27134989060914166,-0.17394277507973158,-0.34834985691827425,-0.9479443407423861,,,,,,,,,-6.628181288131314,43.03844013502024
2022-07-01,1.0733891761291698,-0.22189563169847912,-0.4560637649601654,-0.7606508632834041,-0.16858624316761714,0.2527972848635687,0.47843601674120784,1.0199302142547007,,,,,,,,,1.2173561888789814,44.25579632389922
2022-08-01,-0.502064708558263,-0.46689444267306585,-0.1227290263420983,-1.1696464698147144,-0.3945035632333041,-0.290955039152755,-0.29372692978819603,-0.7445717861575201,,,,,,,,,-3.985091965719917,40.2707043581793
2022-09-01,-1.1809676806356875,-1.1524266283499993,-0.2950979982661742,-1.5243602424999712,-0.3935192200190504,-0.4925508255130764,-0.7454529529687368,-1.6457121298981985,,,,,,,,,-7.430087678150895,32.840616680028404
2022-10-01,1.004948206329148,0.637210077831941,-0.19260714960135447,1.2378378236764351,-0.2274697949382161,-0.1458470229336312,0.15263331526397747,0.6165679320352446,,,,,,,,,3.0832733876635445,35.92389006769195
2022-11-01,0.40892696460546285,0.21547819967262083,1.6029083102957664,0.29655865071408954,1.0743923996790272,0.19050005853242122,0.07358608206482554,0.5083170674275054,,,,,,,,,4.37066773299172,40.29455780068367
